Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,217600 km,4.0,Automatic,Front,4-5,Left wheel,Blue,8,Medium
730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,48910 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,PORSCHE,Panamera 4,2014,Sedan,Yes,Petrol,3.6,57000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,Very High
-,MERCEDES-BENZ,CLS 350,2012,Sedan,Yes,Diesel,3.5 Turbo,207000 km,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,Very High
502,FORD,Fusion,2013,Sedan,No,Petrol,1.5 Turbo,100000 km,4.0,Automatic,Front,4-5,Left wheel,Black,8,High
456,TOYOTA,Camry SE HIBRYD,2015,Sedan,Yes,Hybrid,2.5,40899 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,CNG,3.5,178000 km,6.0,Automatic,4x4,4-5,Left wheel,Blue,8,Medium
1211,CADILLAC,SRX,2010,Sedan,Yes,Petrol,3,216155 km,6.0,Automatic,Front,4-5,Left wheel,Pink,12,Low
900,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,112635 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,130814 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
333,FORD,C-MAX,2014,Hatchback,Yes,Plug-in Hybrid,2,1280 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,High
-,FORD,Fusion,2014,Sedan,Yes,Plug-in Hybrid,2,68700 km,4.0,Variator,Front,4-5,Left wheel,Grey,8,Very High
642,VOLKSWAGEN,Passat tdi sel,2012,Sedan,Yes,Diesel,2.0 Turbo,116000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,High
697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,115200 km,4.0,Tiptronic,Front,4-5,Left wheel,Golden,8,High
481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,40157 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
731,CHEVROLET,Malibu,2019,Sedan,Yes,Petrol,1.3,1878 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,135451 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,676825 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,144500 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
-,HONDA,Odyssey,2003,Minivan,No,LPG,2.4,226000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6,Medium
2469,BMW,X5,2004,Jeep,Yes,Diesel,3,248000 km,6.0,Tiptronic,4x4,4-5,Left wheel,White,0,Very High
503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,175000 km,4.0,Automatic,Front,4-5,Left wheel,Black,10,Medium
915,BMW,535,2014,Sedan,Yes,Petrol,3,0 km,6.0,Automatic,Rear,4-5,Left wheel,Black,12,Low
1236,HONDA,FIT,2011,Sedan,No,Hybrid,1.3,122233 km,4.0,Variator,Front,4-5,Right-hand drive,Blue,0,Medium
707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,138000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1095,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,48939 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
781,TOYOTA,Camry SPORT,2012,Sedan,Yes,Petrol,2.5,95000 km,4.0,Tiptronic,Rear,4-5,Left wheel,Red,9,Very High
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
769,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.2,192686 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4.0,Automatic,Front,4-5,Left wheel,White,12,High
642,FORD,Focus,2012,Sedan,No,Petrol,2,139010 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Medium
-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.6,84800 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,High
-,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,145000 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,Very High
-,MERCEDES-BENZ,Vito,2002,Minivan,Yes,Diesel,2.2 Turbo,280000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,Medium
583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,175237 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
431,HYUNDAI,Sonata,2016,Sedan,Yes,Hybrid,2,71218 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Medium
966,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,2,74429 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
751,MITSUBISHI,Lancer GT,2013,Hatchback,No,Petrol,2.4,112221 km,4.0,Automatic,Front,4-5,Left wheel,Blue,10,Medium
-,FORD,Transit,2006,Goods wagon,No,Diesel,2.4 Turbo,197500 km,4.0,Manual,Rear,2-3,Left wheel,Red,0,Very High
595,TOYOTA,Prius C YARIS IA,2015,Sedan,No,Petrol,1.5,43000 km,4.0,Automatic,Front,4-5,Left wheel,Black,6,High
1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,28750 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
552,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.5,250000 km,4.0,Automatic,Front,4-5,Left wheel,White,10,High
-,NISSAN,Serena,2010,Minivan,Yes,Petrol,2,110415 km,4.0,Automatic,Front,4-5,Right-hand drive,Carnelian red,2,Medium
1273,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,127923 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
915,BMW,X5,2014,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Medium
-,MERCEDES-BENZ,Vaneo,2004,Universal,No,Diesel,1.7 Turbo,0 km,4.0,Manual,Front,4-5,Left wheel,Blue,4,Medium
1195,MERCEDES-BENZ,C 220,2008,Universal,No,Diesel,2.2 Turbo,177000 km,4.0,Tiptronic,Rear,4-5,Left wheel,White,12,Very High
-,NISSAN,X-Trail,2002,Universal,No,CNG,2,147000 km,4.0,Automatic,4x4,4-5,Right-hand drive,Black,2,Medium
810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,86391 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,VOLKSWAGEN,Passat,1999,Sedan,No,Petrol,1.8,184000 km,4.0,Manual,Front,4-5,Left wheel,Silver,6,Medium
738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,46800 km,4.0,Automatic,Front,4-5,Left wheel,Black,6,Very High
629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,75000 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,168000 km,4.0,Automatic,Front,4-5,Right-hand drive,White,4,Low
-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,161000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,9,Medium
1017,FORD,Focus,2017,Hatchback,No,Petrol,2,68188 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Medium
-,TOYOTA,4Runner,2003,Jeep,No,Petrol,4.7,146000 km,6.0,Automatic,4x4,4-5,Left wheel,Black,6,Very High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,34569 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
-,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Diesel,3.5 Turbo,207568 km,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,10,Very High
638,KIA,Optima,2014,Sedan,Yes,Petrol,2,45984 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
-,MERCEDES-BENZ,200,1998,Universal,No,Petrol,2,200000 km,4.0,Manual,Rear,4-5,Left wheel,Black,2,Low
353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,205338 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,High
585,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8 Turbo,95000 km,4.0,Automatic,Rear,4-5,Left wheel,White,12,Very High
629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,111402 km,4.0,Automatic,4x4,4-5,Left wheel,Black,0,Medium
1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
528,FORD,Fiesta,2014,Hatchback,Yes,Petrol,1.6,94640 km,4.0,Tiptronic,Front,4-5,Left wheel,Red,8,High
-,OPEL,Combo TDI,2006,Goods wagon,No,Diesel,1.6,200000 km,4.0,Manual,Front,4-5,Left wheel,Blue,6,Medium
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,141550 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Medium
642,HYUNDAI,I30,2012,Pickup,Yes,Petrol,2,156000 km,4.0,Automatic,Front,4-5,Left wheel,White,8,Medium
585,MERCEDES-BENZ,"C 250 AMG-PAKET-1,8",2013,Sedan,Yes,Petrol,1.8 Turbo,111000 km,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12,Very High
-,OPEL,Combo,2001,Goods wagon,No,Diesel,1.7,200000 km,4.0,Manual,Front,2-3,Left wheel,White,2,Medium
586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,110990 km,4.0,Automatic,Front,4-5,Left wheel,Silver,8,High
640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
474,FIAT,500,2013,Jeep,Yes,Petrol,1.4,106902 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Low
1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,High
779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,Medium
-,RENAULT,Laguna,1995,Sedan,No,Petrol,2,32000 km,4.0,Manual,Front,4-5,Left wheel,Blue,0,Low
1598,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
1405,BMW,X5,2009,Sedan,Yes,Petrol,3,171382 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
1017,FORD,Focus,2017,Hatchback,No,Petrol,2,75200 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,Very High
640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,105523 km,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,Medium
-,NISSAN,Primera,2002,Sedan,No,Petrol,2,136000 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,4,Low
1586,KIA,Sorento,2007,Jeep,Yes,Diesel,2.5,77452 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,205250 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Very High
1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,113697 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
446,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.3,62000 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
528,HYUNDAI,Accent,2014,Sedan,Yes,Diesel,1.6,150743 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,10400 km,4.0,Automatic,Front,4-5,Left wheel,Grey,8,Very High
770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,110000 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,362454 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1292,AUDI,Q5,2016,Jeep,Yes,Petrol,3,448982 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
586,TOYOTA,Prius,2012,Sedan,No,Petrol,1.8,139200 km,4.0,Variator,Front,4-5,Left wheel,White,12,High
-,MAZDA,Verisa,2005,Hatchback,Yes,Petrol,1.5,176000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,Medium
583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,163693 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,High
831,HONDA,Accord,2018,Sedan,Yes,Petrol,1.5,60062 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
584,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,147349 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
503,HONDA,FIT,2012,Sedan,No,Petrol,1.5,126400 km,4.0,Automatic,Front,4-5,Left wheel,Silver,5,Medium
289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
-,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,113000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,Medium
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,255591 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1080,DODGE,Avenger,2014,Sedan,Yes,Petrol,3.6,256886 km,6.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,136000 km,4.0,Automatic,Front,4-5,Right-hand drive,Sky blue,5,Medium
730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,59197 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,ISUZU,Wizard,2000,Jeep,Yes,CNG,3.2,200000 km,6.0,Automatic,4x4,4-5,Right-hand drive,Black,2,Medium
707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,111895 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,170466 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,60915 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
-,BMW,525 i,2003,Sedan,Yes,Petrol,2.5,190000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,6,Medium
1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,154850 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
562,CHEVROLET,Cruze LT RS,2015,Sedan,Yes,Petrol,1.4 Turbo,138000 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,10,High
642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,573249 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Medium
753,DODGE,Avenger,2012,Sedan,No,Petrol,2.4,110000 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,8,Medium
640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,48595 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,VOLKSWAGEN,Golf,2010,Hatchback,No,Petrol,2.5,20000 km,4.0,Automatic,Front,4-5,Left wheel,Black,6,High
1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,55403 km,6.0,Automatic,Rear,4-5,Left wheel,Black,0,Medium
761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,135702 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,285486 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
-,FORD,Escape,2007,Jeep,Yes,Hybrid,2.3,197000 km,4.0,Automatic,4x4,>5,Left wheel,Black,8,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,456867 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
-,PEUGEOT,307,2003,Hatchback,No,Petrol,1.6,84000 km,4.0,Automatic,Front,4-5,Right-hand drive,Blue,6,Medium
777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,61000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,Very High
640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,179067 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,AUDI,A5,2013,Coupe,Yes,Petrol,2.0 Turbo,78400 km,4.0,Tiptronic,4x4,2-3,Left wheel,Black,8,Very High
-,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,220000 km,4.0,Variator,4x4,4-5,Left wheel,White,12,Low
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,317106 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1211,BMW,328,2010,Sedan,Yes,Petrol,3,157000 km,6.0,Tiptronic,Rear,4-5,Left wheel,White,12,Medium
862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,120805 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
922,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.9,44521 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,SUBARU,Forester,2015,Jeep,No,Petrol,2.5,37000 km,4.0,Variator,4x4,4-5,Left wheel,Brown,6,Very High
1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,139398 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,4-5,Left wheel,White,0,High
836,SSANGYONG,Actyon,2010,Sedan,Yes,Diesel,2,201000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1515,FORD,Transit Connect Prastoi,2005,Goods wagon,No,Diesel,1.8 Turbo,189000 km,4.0,Manual,Front,4-5,Left wheel,Red,4,Medium
915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,140507 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,0,Low
-,OPEL,Vectra,1995,Sedan,No,Petrol,2,0 km,4.0,Manual,Front,4-5,Left wheel,Blue,0,Low
1194,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,4,239342 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
-,NISSAN,Skyline,2002,Sedan,Yes,Petrol,3.5,153000 km,6.0,Variator,Rear,4-5,Right-hand drive,Black,2,Medium
-,MAZDA,Demio,2002,Hatchback,No,LPG,1.5,11000 km,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,4,Medium
-,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,3.6,101000 km,8.0,Automatic,Front,4-5,Left wheel,Grey,8,Very High
891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,33934 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
-,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,139000 km,4.0,Automatic,Front,4-5,Right-hand drive,Black,6,Low
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,149792 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,AUDI,A4 B5,2000,Sedan,Yes,Petrol,1.8 Turbo,0 km,4.0,Manual,4x4,4-5,Left wheel,Black,4,Low
642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,133778 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
697,KIA,Forte,2015,Sedan,No,Petrol,1.8,72000 km,4.0,Manual,Front,4-5,Left wheel,White,6,Medium
473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,147718 km,4.0,Automatic,Front,4-5,Left wheel,White,12,High
1694,MERCEDES-BENZ,G 550,2016,Jeep,Yes,Petrol,4,74990 km,8.0,Automatic,4x4,4-5,Left wheel,White,12,Low
779,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,198472 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,High
639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,132756 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,100000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,11,Very High
-,MINI,Cooper r50,2003,Coupe,Yes,Petrol,1.6,171770 km,4.0,Variator,Front,2-3,Right-hand drive,Black,4,Medium
530,NISSAN,Juke,2013,Jeep,No,Petrol,1.6 Turbo,106000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,10,High
-,MITSUBISHI,Colt,2002,Hatchback,No,Petrol,1.5,187000 km,4.0,Variator,Front,4-5,Right-hand drive,Black,2,Medium
585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,61573 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,174000 km,4.0,Variator,Front,4-5,Left wheel,Red,6,Medium
-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,130000 km,6.0,Automatic,Front,4-5,Left wheel,Silver,12,High
694,FORD,Transit,2014,Microbus,No,Diesel,2.2 Turbo,168000 km,4.0,Manual,Front,2-3,Left wheel,White,0,High
2225,TOYOTA,Tundra,2017,Sedan,Yes,Petrol,4.6,190875 km,8.0,Automatic,4x4,4-5,Left wheel,White,12,Medium
363,CHEVROLET,Spark,2012,Sedan,Yes,Petrol,1,144265 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1537,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,129000 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,11,Medium
-,HONDA,Passport,1998,Jeep,No,Petrol,3.2,0 km,6.0,Automatic,4x4,4-5,Left wheel,White,4,Medium
915,HYUNDAI,Grandeur,2014,Sedan,Yes,LPG,3,91456 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
779,MAZDA,Mazda 6,2013,Sedan,Yes,Petrol,2.5,92800 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Medium
781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,84000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,Very High
474,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,123163 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Medium
-,TOYOTA,Camry SE,2014,Sedan,Yes,Petrol,2.5,52000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,Very High
-,TOYOTA,Camry Le,2012,Sedan,No,Petrol,2.5,276800 km,6.0,Tiptronic,Front,4-5,Left wheel,Black,10,Very High
1405,BMW,X5,2009,Jeep,Yes,Diesel,3,229854 km,6.0,Automatic,4x4,4-5,Left wheel,Green,0,Low
-,OPEL,Vectra,2000,Jeep,No,Petrol,1.8,210000 km,6.0,Manual,Front,>5,Left wheel,Black,0,Medium
1273,ACURA,RDX,2015,Jeep,Yes,Petrol,3.5,0 km,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,Low
1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
1047,HYUNDAI,Elantra,2007,Sedan,Yes,Diesel,1.6,48606 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
777,LEXUS,IS 250,2014,Sedan,Yes,Petrol,2.5,87462 km,6.0,Automatic,Rear,4-5,Left wheel,Black,12,Medium
-,TOYOTA,Camry XLE,2012,Sedan,Yes,Hybrid,2.5,85000 km,4.0,Automatic,Front,4-5,Left wheel,Black,6,Very High
836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,124289 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,99000 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,MERCEDES-BENZ,E 270,2001,Sedan,No,Diesel,2.7,305000 km,5.0,Tiptronic,Rear,4-5,Left wheel,Silver,12,Medium
919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
531,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,190454 km,4.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
2070,TOYOTA,4Runner,2018,Jeep,Yes,Petrol,4,58971 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,96334 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,NISSAN,Tiida,2008,Hatchback,No,Petrol,1.5,170000 km,4.0,Automatic,Front,4-5,Right-hand drive,Golden,4,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,640791 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
-,HONDA,Cr-v,2012,Jeep,No,LPG,2.4,87792 km,4.0,Automatic,Front,4-5,Left wheel,Brown,12,Very High
765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,133048 km,4.0,Automatic,Rear,4-5,Left wheel,White,12,Low
761,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,138749 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Medium
640,HYUNDAI,Genesis,2013,Coupe,Yes,Petrol,2,95605 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,54658 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Low
639,AUDI,A4,2014,Sedan,Yes,Petrol,2,162032 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,119000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,16285 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
915,BMW,535,2014,Sedan,Yes,Diesel,3,98368 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Medium
639,BMW,528,2014,Sedan,Yes,Petrol,2.0 Turbo,70000 km,4.0,Tiptronic,Rear,>5,Left wheel,Black,10,Very High
